"","Allwyn","BLS","AREA","H_MEAN","A_MEAN","Year","PRIM_STATE"
"1346","IT Project Manager III","Office Machine Operators, Except Computer",10900,"13.34","27,740","2016","PA"
"1347","IT Project Manager III","Office Machine Operators, Except Computer",25420,"14.36","29,870","2016","PA"
"1348","IT Project Manager III","Office Machine Operators, Except Computer",33874,"13.93","28,970","2016","PA"
"1349","IT Project Manager III","Office Machine Operators, Except Computer",37964,"14.21","29,560","2016","PA"
"1350","IT Project Manager III","Office Machine Operators, Except Computer",38300,"15.29","31,810","2016","PA"
"1351","IT Project Manager III","Office Machine Operators, Except Computer",39740,"17.11","35,590","2016","PA"
"1352","IT Project Manager III","Office Machine Operators, Except Computer",42540,"10.94","22,760","2016","PA"
"1353","IT Project Manager III","Office Machine Operators, Except Computer",49620,"15.32","31,860","2016","PA"
"1354","IT Project Manager III","Office Machine Operators, Except Computer",41980,"11.20","23,300","2016","PR"
"1355","IT Project Manager III","Office Machine Operators, Except Computer",77200,"13.44","27,950","2016","RI"
"1356","IT Project Manager III","Office Machine Operators, Except Computer",16700,"14.47","30,100","2016","SC"
"1357","IT Project Manager III","Office Machine Operators, Except Computer",17900,"14.62","30,410","2016","SC"
"1358","IT Project Manager III","Office Machine Operators, Except Computer",24860,"13.05","27,130","2016","SC"
"1359","IT Project Manager III","Office Machine Operators, Except Computer",43620,"13.33","27,720","2016","SD"
"1360","IT Project Manager III","Office Machine Operators, Except Computer",16860,"12.89","26,820","2016","TN"
"1361","IT Project Manager III","Office Machine Operators, Except Computer",17300,"14.00","29,130","2016","TN"
"1362","IT Project Manager III","Office Machine Operators, Except Computer",28940,"12.61","26,220","2016","TN"
"1363","IT Project Manager III","Office Machine Operators, Except Computer",32820,"14.08","29,280","2016","TN"
"1364","IT Project Manager III","Office Machine Operators, Except Computer",34980,"15.09","31,390","2016","TN"
"1365","IT Project Manager III","Office Machine Operators, Except Computer",11100,"13.92","28,950","2016","TX"
"1366","IT Project Manager III","Office Machine Operators, Except Computer",12420,"16.18","33,650","2016","TX"
"1367","IT Project Manager III","Office Machine Operators, Except Computer",18580,"13.62","28,320","2016","TX"
"1368","IT Project Manager III","Office Machine Operators, Except Computer",19124,"16.76","34,870","2016","TX"
"1369","IT Project Manager III","Office Machine Operators, Except Computer",21340,"12.29","25,550","2016","TX"
"1370","IT Project Manager III","Office Machine Operators, Except Computer",23104,"15.87","33,010","2016","TX"
"1371","IT Project Manager III","Office Machine Operators, Except Computer",26420,"15.82","32,910","2016","TX"
"1372","IT Project Manager III","Office Machine Operators, Except Computer",28660,"15.08","31,360","2016","TX"
"1373","IT Project Manager III","Office Machine Operators, Except Computer",31180,"13.82","28,740","2016","TX"
"1374","IT Project Manager III","Office Machine Operators, Except Computer",32580,"11.53","23,980","2016","TX"
"1375","IT Project Manager III","Office Machine Operators, Except Computer",36220,"16.35","34,010","2016","TX"
"1376","IT Project Manager III","Office Machine Operators, Except Computer",41700,"13.70","28,490","2016","TX"
"1377","IT Project Manager III","Office Machine Operators, Except Computer",36260,"14.47","30,090","2016","UT"
"1378","IT Project Manager III","Office Machine Operators, Except Computer",39340,"12.65","26,300","2016","UT"
"1379","IT Project Manager III","Office Machine Operators, Except Computer",41620,"14.17","29,470","2016","UT"
"1380","IT Project Manager III","Office Machine Operators, Except Computer",16820,"16.40","34,120","2016","VA"
"1381","IT Project Manager III","Office Machine Operators, Except Computer",40060,"14.40","29,960","2016","VA"
"1382","IT Project Manager III","Office Machine Operators, Except Computer",47260,"12.53","26,070","2016","VA"
"1383","IT Project Manager III","Office Machine Operators, Except Computer",42644,"18.43","38,340","2016","WA"
"1384","IT Project Manager III","Office Machine Operators, Except Computer",44060,"19.46","40,490","2016","WA"
"1385","IT Project Manager III","Office Machine Operators, Except Computer",45104,"16.36","34,020","2016","WA"
"1386","IT Project Manager III","Office Machine Operators, Except Computer",24580,"16.01","33,300","2016","WI"
"1387","IT Project Manager III","Office Machine Operators, Except Computer",31540,"14.67","30,510","2016","WI"
"1388","IT Project Manager III","Office Machine Operators, Except Computer",33340,"14.73","30,630","2016","WI"
"1389","IT Project Manager III","Office Machine Operators, Except Computer",48140,"15.71","32,670","2016","WI"
"1390","IT Project Manager III","Office Machine Operators, Except Computer",26580,"10.48","21,790","2016","WV"
"1391","Senior Computer Security Systems Specialist","Computer User Support Specialists",11260,"24.67","51,310","2012","AK"
"1392","Senior Computer Security Systems Specialist","Computer User Support Specialists",21820,"25.45","52,930","2012","AK"
"1393","Senior Computer Security Systems Specialist","Computer User Support Specialists",11500,"21.83","45,400","2012","AL"
"1394","Senior Computer Security Systems Specialist","Computer User Support Specialists",12220,"20.68","43,010","2012","AL"
"1395","Senior Computer Security Systems Specialist","Computer User Support Specialists",13820,"23.67","49,230","2012","AL"
"1396","Senior Computer Security Systems Specialist","Computer User Support Specialists",19460,"21.51","44,740","2012","AL"
"1397","Senior Computer Security Systems Specialist","Computer User Support Specialists",20020,"20.85","43,360","2012","AL"
"1398","Senior Computer Security Systems Specialist","Computer User Support Specialists",22520,"18.39","38,260","2012","AL"
"1399","Senior Computer Security Systems Specialist","Computer User Support Specialists",26620,"21.50","44,720","2012","AL"
"1400","Senior Computer Security Systems Specialist","Computer User Support Specialists",33660,"17.83","37,090","2012","AL"
"1401","Senior Computer Security Systems Specialist","Computer User Support Specialists",33860,"21.17","44,040","2012","AL"
"1402","Senior Computer Security Systems Specialist","Computer User Support Specialists",46220,"19.16","39,860","2012","AL"
"1403","Senior Computer Security Systems Specialist","Computer User Support Specialists",22220,"20.63","42,910","2012","AR"
"1404","Senior Computer Security Systems Specialist","Computer User Support Specialists",22900,"19.37","40,290","2012","AR"
"1405","Senior Computer Security Systems Specialist","Computer User Support Specialists",26300,"15.86","32,990","2012","AR"
"1406","Senior Computer Security Systems Specialist","Computer User Support Specialists",27860,"15.11","31,430","2012","AR"
"1407","Senior Computer Security Systems Specialist","Computer User Support Specialists",30780,"21.14","43,970","2012","AR"
"1408","Senior Computer Security Systems Specialist","Computer User Support Specialists",38220,"20.63","42,910","2012","AR"
"1409","Senior Computer Security Systems Specialist","Computer User Support Specialists",22380,"18.64","38,770","2012","AZ"
"1410","Senior Computer Security Systems Specialist","Computer User Support Specialists",29420,"17.09","35,540","2012","AZ"
"1411","Senior Computer Security Systems Specialist","Computer User Support Specialists",38060,"23.66","49,200","2012","AZ"
"1412","Senior Computer Security Systems Specialist","Computer User Support Specialists",39140,"19.22","39,980","2012","AZ"
"1413","Senior Computer Security Systems Specialist","Computer User Support Specialists",46060,"22.43","46,660","2012","AZ"
"1414","Senior Computer Security Systems Specialist","Computer User Support Specialists",49740,"18.24","37,940","2012","AZ"
"1415","Senior Computer Security Systems Specialist","Computer User Support Specialists",12540,"25.12","52,240","2012","CA"
"1416","Senior Computer Security Systems Specialist","Computer User Support Specialists",17020,"24.85","51,690","2012","CA"
"1417","Senior Computer Security Systems Specialist","Computer User Support Specialists",20940,"19.78","41,150","2012","CA"
"1418","Senior Computer Security Systems Specialist","Computer User Support Specialists",23420,"21.58","44,880","2012","CA"
"1419","Senior Computer Security Systems Specialist","Computer User Support Specialists",25260,"23.74","49,380","2012","CA"
"1420","Senior Computer Security Systems Specialist","Computer User Support Specialists",31084,"24.79","51,550","2012","CA"
"1421","Senior Computer Security Systems Specialist","Computer User Support Specialists",31460,"27.56","57,330","2012","CA"
"1422","Senior Computer Security Systems Specialist","Computer User Support Specialists",32900,"20.07","41,750","2012","CA"
"1423","Senior Computer Security Systems Specialist","Computer User Support Specialists",33700,"25.17","52,350","2012","CA"
"1424","Senior Computer Security Systems Specialist","Computer User Support Specialists",34900,"26.13","54,340","2012","CA"
"1425","Senior Computer Security Systems Specialist","Computer User Support Specialists",36084,"28.58","59,450","2012","CA"
"1426","Senior Computer Security Systems Specialist","Computer User Support Specialists",37100,"26.09","54,260","2012","CA"
"1427","Senior Computer Security Systems Specialist","Computer User Support Specialists",39820,"19.63","40,840","2012","CA"
"1428","Senior Computer Security Systems Specialist","Computer User Support Specialists",40140,"22.99","47,810","2012","CA"
"1429","Senior Computer Security Systems Specialist","Computer User Support Specialists",40900,"28.51","59,300","2012","CA"
"1430","Senior Computer Security Systems Specialist","Computer User Support Specialists",41500,"27.36","56,910","2012","CA"
"1431","Senior Computer Security Systems Specialist","Computer User Support Specialists",41740,"22.99","47,820","2012","CA"
"1432","Senior Computer Security Systems Specialist","Computer User Support Specialists",41884,"31.24","64,990","2012","CA"
"1433","Senior Computer Security Systems Specialist","Computer User Support Specialists",41940,"34.22","71,170","2012","CA"
"1434","Senior Computer Security Systems Specialist","Computer User Support Specialists",42020,"21.13","43,960","2012","CA"
"1435","Senior Computer Security Systems Specialist","Computer User Support Specialists",42044,"26.81","55,750","2012","CA"
"1436","Senior Computer Security Systems Specialist","Computer User Support Specialists",42060,"25.79","53,640","2012","CA"
"1437","Senior Computer Security Systems Specialist","Computer User Support Specialists",42100,"24.87","51,720","2012","CA"
"1438","Senior Computer Security Systems Specialist","Computer User Support Specialists",42220,"27.38","56,960","2012","CA"
"1439","Senior Computer Security Systems Specialist","Computer User Support Specialists",44700,"24.37","50,700","2012","CA"
"1440","Senior Computer Security Systems Specialist","Computer User Support Specialists",46700,"28.84","59,980","2012","CA"
"1441","Senior Computer Security Systems Specialist","Computer User Support Specialists",47300,"21.20","44,100","2012","CA"
"1442","Senior Computer Security Systems Specialist","Computer User Support Specialists",49700,"23.56","49,010","2012","CA"
"1443","Senior Computer Security Systems Specialist","Computer User Support Specialists",14500,"27.88","57,990","2012","CO"
"1444","Senior Computer Security Systems Specialist","Computer User Support Specialists",17820,"24.51","50,990","2012","CO"
"1445","Senior Computer Security Systems Specialist","Computer User Support Specialists",19740,"26.71","55,550","2012","CO"
"1446","Senior Computer Security Systems Specialist","Computer User Support Specialists",22660,"26.75","55,630","2012","CO"
"1447","Senior Computer Security Systems Specialist","Computer User Support Specialists",24300,"23.88","49,670","2012","CO"
"1448","Senior Computer Security Systems Specialist","Computer User Support Specialists",24540,"22.67","47,150","2012","CO"
"1449","Senior Computer Security Systems Specialist","Computer User Support Specialists",39380,"20.11","41,820","2012","CO"
"1450","Senior Computer Security Systems Specialist","Computer User Support Specialists",71950,"29.39","61,120","2012","CT"
"1451","Senior Computer Security Systems Specialist","Computer User Support Specialists",72850,"25.34","52,710","2012","CT"
"1452","Senior Computer Security Systems Specialist","Computer User Support Specialists",73450,"30.02","62,430","2012","CT"
"1453","Senior Computer Security Systems Specialist","Computer User Support Specialists",75700,"26.75","55,630","2012","CT"
"1454","Senior Computer Security Systems Specialist","Computer User Support Specialists",76450,"26.05","54,180","2012","CT"
"1455","Senior Computer Security Systems Specialist","Computer User Support Specialists",78700,"24.27","50,490","2012","CT"
"1456","Senior Computer Security Systems Specialist","Computer User Support Specialists",47894,"28.70","59,690","2012","DC"
"1457","Senior Computer Security Systems Specialist","Computer User Support Specialists",20100,"20.94","43,540","2012","DE"
"1458","Senior Computer Security Systems Specialist","Computer User Support Specialists",48864,"26.22","54,540","2012","DE"
"1459","Senior Computer Security Systems Specialist","Computer User Support Specialists",15980,"20.23","42,070","2012","FL"
"1460","Senior Computer Security Systems Specialist","Computer User Support Specialists",18880,"18.62","38,730","2012","FL"
"1461","Senior Computer Security Systems Specialist","Computer User Support Specialists",19660,"17.81","37,040","2012","FL"
"1462","Senior Computer Security Systems Specialist","Computer User Support Specialists",22744,"20.75","43,150","2012","FL"
"1463","Senior Computer Security Systems Specialist","Computer User Support Specialists",23540,"19.49","40,530","2012","FL"
"1464","Senior Computer Security Systems Specialist","Computer User Support Specialists",27260,"21.48","44,680","2012","FL"
"1465","Senior Computer Security Systems Specialist","Computer User Support Specialists",29460,"21.99","45,730","2012","FL"
"1466","Senior Computer Security Systems Specialist","Computer User Support Specialists",33124,"22.13","46,030","2012","FL"
"1467","Senior Computer Security Systems Specialist","Computer User Support Specialists",34940,"20.67","42,980","2012","FL"
"1468","Senior Computer Security Systems Specialist","Computer User Support Specialists",35840,"20.72","43,110","2012","FL"
"1469","Senior Computer Security Systems Specialist","Computer User Support Specialists",36100,"17.81","37,050","2012","FL"
"1470","Senior Computer Security Systems Specialist","Computer User Support Specialists",36740,"20.96","43,590","2012","FL"
"1471","Senior Computer Security Systems Specialist","Computer User Support Specialists",37340,"21.51","44,740","2012","FL"
"1472","Senior Computer Security Systems Specialist","Computer User Support Specialists",37460,"20.13","41,870","2012","FL"
"1473","Senior Computer Security Systems Specialist","Computer User Support Specialists",37860,"17.26","35,890","2012","FL"
"1474","Senior Computer Security Systems Specialist","Computer User Support Specialists",38940,"21.55","44,820","2012","FL"
"1475","Senior Computer Security Systems Specialist","Computer User Support Specialists",39460,"16.46","34,240","2012","FL"
"1476","Senior Computer Security Systems Specialist","Computer User Support Specialists",42680,"14.77","30,720","2012","FL"
"1477","Senior Computer Security Systems Specialist","Computer User Support Specialists",45220,"18.26","37,990","2012","FL"
"1478","Senior Computer Security Systems Specialist","Computer User Support Specialists",45300,"21.94","45,640","2012","FL"
"1479","Senior Computer Security Systems Specialist","Computer User Support Specialists",48424,"23.31","48,480","2012","FL"
"1480","Senior Computer Security Systems Specialist","Computer User Support Specialists",10500,"21.16","44,020","2012","GA"
"1481","Senior Computer Security Systems Specialist","Computer User Support Specialists",12020,"15.94","33,160","2012","GA"
"1482","Senior Computer Security Systems Specialist","Computer User Support Specialists",12060,"23.30","48,470","2012","GA"
"1483","Senior Computer Security Systems Specialist","Computer User Support Specialists",12260,"23.20","48,260","2012","GA"
"1484","Senior Computer Security Systems Specialist","Computer User Support Specialists",15260,"19.52","40,590","2012","GA"
"1485","Senior Computer Security Systems Specialist","Computer User Support Specialists",17980,"18.01","37,460","2012","GA"
"1486","Senior Computer Security Systems Specialist","Computer User Support Specialists",19140,"21.21","44,120","2012","GA"
"1487","Senior Computer Security Systems Specialist","Computer User Support Specialists",23580,"20.42","42,470","2012","GA"
"1488","Senior Computer Security Systems Specialist","Computer User Support Specialists",25980,"23.12","48,090","2012","GA"
"1489","Senior Computer Security Systems Specialist","Computer User Support Specialists",31420,"17.90","37,220","2012","GA"
"1490","Senior Computer Security Systems Specialist","Computer User Support Specialists",40660,"17.87","37,170","2012","GA"
"1491","Senior Computer Security Systems Specialist","Computer User Support Specialists",42340,"21.88","45,520","2012","GA"
"1492","Senior Computer Security Systems Specialist","Computer User Support Specialists",46660,"18.35","38,180","2012","GA"
"1493","Senior Computer Security Systems Specialist","Computer User Support Specialists",47580,"22.64","47,090","2012","GA"
"1494","Senior Computer Security Systems Specialist","Computer User Support Specialists",26180,"23.95","49,820","2012","HI"
"1495","Senior Computer Security Systems Specialist","Computer User Support Specialists",11180,"24.39","50,720","2012","IA"
"1496","Senior Computer Security Systems Specialist","Computer User Support Specialists",16300,"21.36","44,420","2012","IA"
"1497","Senior Computer Security Systems Specialist","Computer User Support Specialists",19340,"17.97","37,370","2012","IA"
"1498","Senior Computer Security Systems Specialist","Computer User Support Specialists",19780,"22.30","46,380","2012","IA"
"1499","Senior Computer Security Systems Specialist","Computer User Support Specialists",20220,"22.46","46,720","2012","IA"
"1500","Senior Computer Security Systems Specialist","Computer User Support Specialists",26980,"24.40","50,750","2012","IA"
"1501","Senior Computer Security Systems Specialist","Computer User Support Specialists",43580,"13.07","27,180","2012","IA"
"1502","Senior Computer Security Systems Specialist","Computer User Support Specialists",47940,"22.50","46,790","2012","IA"
"1503","Senior Computer Security Systems Specialist","Computer User Support Specialists",14260,"17.46","36,320","2012","ID"
"1504","Senior Computer Security Systems Specialist","Computer User Support Specialists",17660,"17.05","35,460","2012","ID"
"1505","Senior Computer Security Systems Specialist","Computer User Support Specialists",26820,"20.40","42,440","2012","ID"
"1506","Senior Computer Security Systems Specialist","Computer User Support Specialists",30300,"18.01","37,450","2012","ID"
"1507","Senior Computer Security Systems Specialist","Computer User Support Specialists",38540,"15.66","32,570","2012","ID"
"1508","Senior Computer Security Systems Specialist","Computer User Support Specialists",14060,"24.00","49,910","2012","IL"
"1509","Senior Computer Security Systems Specialist","Computer User Support Specialists",16580,"21.61","44,950","2012","IL"
"1510","Senior Computer Security Systems Specialist","Computer User Support Specialists",16974,"25.03","52,060","2012","IL"
"1511","Senior Computer Security Systems Specialist","Computer User Support Specialists",19180,"16.88","35,120","2012","IL"
"1512","Senior Computer Security Systems Specialist","Computer User Support Specialists",19500,"16.68","34,690","2012","IL"
"1513","Senior Computer Security Systems Specialist","Computer User Support Specialists",28100,"22.31","46,400","2012","IL"
"1514","Senior Computer Security Systems Specialist","Computer User Support Specialists",29404,"31.80","66,130","2012","IL"
"1515","Senior Computer Security Systems Specialist","Computer User Support Specialists",37900,"19.86","41,310","2012","IL"
"1516","Senior Computer Security Systems Specialist","Computer User Support Specialists",40420,"18.80","39,110","2012","IL"
"1517","Senior Computer Security Systems Specialist","Computer User Support Specialists",44100,"27.02","56,210","2012","IL"
"1518","Senior Computer Security Systems Specialist","Computer User Support Specialists",11300,"21.20","44,090","2012","IN"
"1519","Senior Computer Security Systems Specialist","Computer User Support Specialists",14020,"19.01","39,550","2012","IN"
"1520","Senior Computer Security Systems Specialist","Computer User Support Specialists",18020,"22.09","45,950","2012","IN"
"1521","Senior Computer Security Systems Specialist","Computer User Support Specialists",21140,"19.45","40,450","2012","IN"
"1522","Senior Computer Security Systems Specialist","Computer User Support Specialists",21780,"18.22","37,890","2012","IN"
"1523","Senior Computer Security Systems Specialist","Computer User Support Specialists",23060,"20.38","42,390","2012","IN"
"1524","Senior Computer Security Systems Specialist","Computer User Support Specialists",23844,"16.61","34,550","2012","IN"
"1525","Senior Computer Security Systems Specialist","Computer User Support Specialists",26900,"21.29","44,280","2012","IN"
"1526","Senior Computer Security Systems Specialist","Computer User Support Specialists",29020,"14.57","30,300","2012","IN"
"1527","Senior Computer Security Systems Specialist","Computer User Support Specialists",29140,"17.50","36,390","2012","IN"
"1528","Senior Computer Security Systems Specialist","Computer User Support Specialists",33140,"16.95","35,260","2012","IN"
"1529","Senior Computer Security Systems Specialist","Computer User Support Specialists",34620,"21.93","45,610","2012","IN"
"1530","Senior Computer Security Systems Specialist","Computer User Support Specialists",43780,"18.95","39,410","2012","IN"
"1531","Senior Computer Security Systems Specialist","Computer User Support Specialists",45460,"22.89","47,610","2012","IN"
"1532","Senior Computer Security Systems Specialist","Computer User Support Specialists",11260,"25.36","52,760","2013","AK"
"1533","Senior Computer Security Systems Specialist","Computer User Support Specialists",21820,"27.67","57,550","2013","AK"
"1534","Senior Computer Security Systems Specialist","Computer User Support Specialists",11500,"21.41","44,540","2013","AL"
"1535","Senior Computer Security Systems Specialist","Computer User Support Specialists",12220,"25.50","53,040","2013","AL"
"1536","Senior Computer Security Systems Specialist","Computer User Support Specialists",13820,"23.94","49,780","2013","AL"
"1537","Senior Computer Security Systems Specialist","Computer User Support Specialists",19460,"20.43","42,490","2013","AL"
"1538","Senior Computer Security Systems Specialist","Computer User Support Specialists",20020,"22.22","46,210","2013","AL"
"1539","Senior Computer Security Systems Specialist","Computer User Support Specialists",22520,"17.41","36,210","2013","AL"
"1540","Senior Computer Security Systems Specialist","Computer User Support Specialists",26620,"21.85","45,440","2013","AL"
"1541","Senior Computer Security Systems Specialist","Computer User Support Specialists",33660,"19.66","40,890","2013","AL"
"1542","Senior Computer Security Systems Specialist","Computer User Support Specialists",33860,"22.00","45,760","2013","AL"
"1543","Senior Computer Security Systems Specialist","Computer User Support Specialists",46220,"19.36","40,260","2013","AL"
"1544","Senior Computer Security Systems Specialist","Computer User Support Specialists",22220,"19.73","41,030","2013","AR"
"1545","Senior Computer Security Systems Specialist","Computer User Support Specialists",22900,"19.48","40,510","2013","AR"
"1546","Senior Computer Security Systems Specialist","Computer User Support Specialists",26300,"16.23","33,760","2013","AR"
"1547","Senior Computer Security Systems Specialist","Computer User Support Specialists",27860,"16.06","33,410","2013","AR"
"1548","Senior Computer Security Systems Specialist","Computer User Support Specialists",30780,"21.07","43,820","2013","AR"
"1549","Senior Computer Security Systems Specialist","Computer User Support Specialists",38220,"19.59","40,750","2013","AR"
"1550","Senior Computer Security Systems Specialist","Computer User Support Specialists",22380,"20.20","42,010","2013","AZ"
"1551","Senior Computer Security Systems Specialist","Computer User Support Specialists",29420,"17.52","36,440","2013","AZ"
"1552","Senior Computer Security Systems Specialist","Computer User Support Specialists",38060,"23.83","49,570","2013","AZ"
"1553","Senior Computer Security Systems Specialist","Computer User Support Specialists",39140,"20.94","43,550","2013","AZ"
"1554","Senior Computer Security Systems Specialist","Computer User Support Specialists",46060,"22.27","46,320","2013","AZ"
"1555","Senior Computer Security Systems Specialist","Computer User Support Specialists",49740,"19.48","40,520","2013","AZ"
"1556","Senior Computer Security Systems Specialist","Computer User Support Specialists",12540,"27.69","57,590","2013","CA"
"1557","Senior Computer Security Systems Specialist","Computer User Support Specialists",17020,"25.42","52,880","2013","CA"
"1558","Senior Computer Security Systems Specialist","Computer User Support Specialists",20940,"17.95","37,340","2013","CA"
"1559","Senior Computer Security Systems Specialist","Computer User Support Specialists",23420,"22.04","45,840","2013","CA"
"1560","Senior Computer Security Systems Specialist","Computer User Support Specialists",25260,"24.73","51,440","2013","CA"
"1561","Senior Computer Security Systems Specialist","Computer User Support Specialists",31084,"26.28","54,660","2013","CA"
"1562","Senior Computer Security Systems Specialist","Computer User Support Specialists",31460,"28.83","59,970","2013","CA"
"1563","Senior Computer Security Systems Specialist","Computer User Support Specialists",32900,"20.78","43,220","2013","CA"
"1564","Senior Computer Security Systems Specialist","Computer User Support Specialists",33700,"22.98","47,810","2013","CA"
"1565","Senior Computer Security Systems Specialist","Computer User Support Specialists",34900,"27.70","57,610","2013","CA"
"1566","Senior Computer Security Systems Specialist","Computer User Support Specialists",36084,"28.79","59,880","2013","CA"
"1567","Senior Computer Security Systems Specialist","Computer User Support Specialists",37100,"26.96","56,080","2013","CA"
"1568","Senior Computer Security Systems Specialist","Computer User Support Specialists",39820,"20.33","42,280","2013","CA"
"1569","Senior Computer Security Systems Specialist","Computer User Support Specialists",40140,"24.30","50,540","2013","CA"
"1570","Senior Computer Security Systems Specialist","Computer User Support Specialists",40900,"27.05","56,270","2013","CA"
"1571","Senior Computer Security Systems Specialist","Computer User Support Specialists",41500,"23.99","49,890","2013","CA"
"1572","Senior Computer Security Systems Specialist","Computer User Support Specialists",41740,"24.83","51,660","2013","CA"
"1573","Senior Computer Security Systems Specialist","Computer User Support Specialists",41884,"33.43","69,530","2013","CA"
"1574","Senior Computer Security Systems Specialist","Computer User Support Specialists",41940,"33.75","70,200","2013","CA"
"1575","Senior Computer Security Systems Specialist","Computer User Support Specialists",42020,"21.15","43,990","2013","CA"
"1576","Senior Computer Security Systems Specialist","Computer User Support Specialists",42044,"27.62","57,450","2013","CA"
"1577","Senior Computer Security Systems Specialist","Computer User Support Specialists",42060,"27.17","56,520","2013","CA"
"1578","Senior Computer Security Systems Specialist","Computer User Support Specialists",42100,"26.09","54,280","2013","CA"
"1579","Senior Computer Security Systems Specialist","Computer User Support Specialists",42220,"28.35","58,980","2013","CA"
"1580","Senior Computer Security Systems Specialist","Computer User Support Specialists",44700,"24.93","51,860","2013","CA"
"1581","Senior Computer Security Systems Specialist","Computer User Support Specialists",46700,"27.53","57,260","2013","CA"
"1582","Senior Computer Security Systems Specialist","Computer User Support Specialists",47300,"23.29","48,440","2013","CA"
"1583","Senior Computer Security Systems Specialist","Computer User Support Specialists",49700,"24.69","51,360","2013","CA"
"1584","Senior Computer Security Systems Specialist","Computer User Support Specialists",14500,"25.96","53,990","2013","CO"
"1585","Senior Computer Security Systems Specialist","Computer User Support Specialists",17820,"24.10","50,120","2013","CO"
"1586","Senior Computer Security Systems Specialist","Computer User Support Specialists",19740,"26.49","55,100","2013","CO"
"1587","Senior Computer Security Systems Specialist","Computer User Support Specialists",22660,"26.39","54,900","2013","CO"
"1588","Senior Computer Security Systems Specialist","Computer User Support Specialists",24300,"22.68","47,160","2013","CO"
"1589","Senior Computer Security Systems Specialist","Computer User Support Specialists",24540,"22.68","47,160","2013","CO"
"1590","Senior Computer Security Systems Specialist","Computer User Support Specialists",39380,"19.61","40,780","2013","CO"
"1591","Senior Computer Security Systems Specialist","Computer User Support Specialists",71950,"26.81","55,760","2013","CT"
"1592","Senior Computer Security Systems Specialist","Computer User Support Specialists",72850,"23.16","48,160","2013","CT"
"1593","Senior Computer Security Systems Specialist","Computer User Support Specialists",73450,"29.21","60,770","2013","CT"
"1594","Senior Computer Security Systems Specialist","Computer User Support Specialists",75700,"26.72","55,570","2013","CT"
"1595","Senior Computer Security Systems Specialist","Computer User Support Specialists",76450,"26.04","54,160","2013","CT"
"1596","Senior Computer Security Systems Specialist","Computer User Support Specialists",78700,"24.44","50,840","2013","CT"
"1597","Senior Computer Security Systems Specialist","Computer User Support Specialists",47894,"29.12","60,560","2013","DC"
"1598","Senior Computer Security Systems Specialist","Computer User Support Specialists",20100,"23.42","48,710","2013","DE"
"1599","Senior Computer Security Systems Specialist","Computer User Support Specialists",48864,"26.64","55,410","2013","DE"
"1600","Senior Computer Security Systems Specialist","Computer User Support Specialists",15980,"19.67","40,910","2013","FL"
"1601","Senior Computer Security Systems Specialist","Computer User Support Specialists",18880,"17.66","36,730","2013","FL"
"1602","Senior Computer Security Systems Specialist","Computer User Support Specialists",19660,"17.87","37,170","2013","FL"
"1603","Senior Computer Security Systems Specialist","Computer User Support Specialists",22744,"20.30","42,230","2013","FL"
"1604","Senior Computer Security Systems Specialist","Computer User Support Specialists",23540,"19.94","41,470","2013","FL"
"1605","Senior Computer Security Systems Specialist","Computer User Support Specialists",27260,"20.85","43,370","2013","FL"
"1606","Senior Computer Security Systems Specialist","Computer User Support Specialists",29460,"21.52","44,760","2013","FL"
"1607","Senior Computer Security Systems Specialist","Computer User Support Specialists",33124,"22.69","47,190","2013","FL"
"1608","Senior Computer Security Systems Specialist","Computer User Support Specialists",34940,"20.14","41,900","2013","FL"
"1609","Senior Computer Security Systems Specialist","Computer User Support Specialists",35840,"21.03","43,750","2013","FL"
"1610","Senior Computer Security Systems Specialist","Computer User Support Specialists",36100,"19.19","39,920","2013","FL"
"1611","Senior Computer Security Systems Specialist","Computer User Support Specialists",36740,"20.29","42,200","2013","FL"
"1612","Senior Computer Security Systems Specialist","Computer User Support Specialists",37340,"23.21","48,280","2013","FL"
"1613","Senior Computer Security Systems Specialist","Computer User Support Specialists",37380,"17.24","35,850","2013","FL"
"1614","Senior Computer Security Systems Specialist","Computer User Support Specialists",37460,"20.25","42,130","2013","FL"
"1615","Senior Computer Security Systems Specialist","Computer User Support Specialists",37860,"18.21","37,880","2013","FL"
"1616","Senior Computer Security Systems Specialist","Computer User Support Specialists",38940,"21.76","45,250","2013","FL"
"1617","Senior Computer Security Systems Specialist","Computer User Support Specialists",39460,"16.93","35,210","2013","FL"
"1618","Senior Computer Security Systems Specialist","Computer User Support Specialists",42680,"15.61","32,470","2013","FL"
"1619","Senior Computer Security Systems Specialist","Computer User Support Specialists",45220,"18.19","37,830","2013","FL"
"1620","Senior Computer Security Systems Specialist","Computer User Support Specialists",45300,"22.02","45,800","2013","FL"
"1621","Senior Computer Security Systems Specialist","Computer User Support Specialists",48424,"23.37","48,620","2013","FL"
"1622","Senior Computer Security Systems Specialist","Computer User Support Specialists",10500,"19.85","41,290","2013","GA"
"1623","Senior Computer Security Systems Specialist","Computer User Support Specialists",12020,"17.19","35,740","2013","GA"
"1624","Senior Computer Security Systems Specialist","Computer User Support Specialists",12060,"24.72","51,420","2013","GA"
"1625","Senior Computer Security Systems Specialist","Computer User Support Specialists",12260,"20.02","41,640","2013","GA"
"1626","Senior Computer Security Systems Specialist","Computer User Support Specialists",15260,"20.64","42,940","2013","GA"
