OCC_TITLE,Allwyn,H_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,Date,Year
Computer and Information Systems Managers,IT Project Manager,49.52,3.8,28.56,37.76,48.15,60.6,74.02,1/1/2015,2015
"Software Developers, Applications",Software Developer,48.37,7.1,28.12,36.96,48.3,60.44,71.66,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,51.9,6.7,33.84,41.46,47.29,57.68,69,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,47.96,5.6,30.58,36.48,46.97,58.98,69.5,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,47.87,4.7,22.24,33.12,47.56,65.38,72.87,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,51.76,3.6,31.41,36.85,47.63,59.36,75.83,1/1/2015,2015
"Software Developers, Applications",Software Developer,46.77,2.4,31.29,38.05,47.63,56.22,65.36,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,47.11,5.3,23.28,36.14,47.6,57.85,69.54,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,44.82,4,22.22,31.45,47.39,56.92,63.86,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,47.98,2,32.69,39.52,47.41,57.14,65.86,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,53.97,2.8,34.83,45.21,53.15,61.13,75.67,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,53.88,3.2,39.16,46.4,53.17,59.74,71.18,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,68,2.2,41.09,50.99,64.71,80.17,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,67.36,2.6,43.5,51.76,63.56,79.05,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,70.22,2.3,40.89,51.28,63.53,81.14,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,64.78,1.8,44.57,52.96,63.43,76.39,89.81,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,66.69,2.8,34.33,48.24,64.08,80.6,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,68.04,2.1,36.97,49.14,63.7,80.75,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,68.59,4.2,38.52,50.22,66.98,83.66,#,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,66.25,2,40.15,53.08,66.86,78.13,#,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,67.79,1.3,45.16,55.21,67.33,78.39,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,67.81,2.6,41.75,49.65,65.82,79.59,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,68.04,8.1,35.22,50.6,66.29,82.37,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,57.49,4,39.12,45.66,61.35,70.65,75.44,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,61.71,2.5,41.1,51.77,61.19,74.37,84.21,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,61.38,5.1,31.41,42.27,61.21,78.52,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,65.36,1.3,39.85,49.38,61.41,75.87,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,63.74,1.7,35.58,46.66,60.48,76.05,#,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,61.07,4.5,39.16,48.35,60.82,73.84,86.11,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,67.76,2.4,41.86,50.39,62.66,77.97,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,68.03,2.4,39.03,48.8,62.58,82.87,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,66.85,3.7,42.7,50.95,62.92,78.09,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,65.28,4,40.45,49.26,62.86,75.83,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,67.68,4.4,34.75,45.34,61.77,78.48,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,64.62,5.4,42.02,51.34,62.2,72.61,89.7,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,88.6,3.5,55.13,67.44,81.57,#,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,91.44,4.7,56.69,70.28,85.86,#,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,78.14,1.5,51.94,64.12,74.85,88.56,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,72.84,3.5,43.66,54.26,69.06,86.52,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,72.02,3.9,43.45,53.99,68.9,85.69,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,73.47,1.4,43.36,54.67,68.87,86.6,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,72.17,4.9,44.35,55.34,68.29,83.99,#,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,74.12,8.3,40.43,52.92,68.06,89.44,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,75.23,11,34.08,41.29,67.96,#,#,1/1/2015,2015
"Software Developers, Applications",Software Developer,70.78,4.5,46.64,55.48,67.9,82.33,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,74.2,2.6,44.35,55.64,68.61,83.16,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,66.46,6,30,44.37,68.52,81.19,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,77.14,2.5,47.7,59.16,72.85,88.86,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,76.02,1.7,43.14,57.05,72.56,89.61,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,73.32,7.8,41.33,55.36,71.26,87.31,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,78.48,3.4,49.3,59.57,71.66,#,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,78.74,2.5,44.82,58.96,72.48,#,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,62.11,3.4,42.4,49.85,55.05,70.72,#,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,51.28,8.9,29.6,50.88,54.99,59.1,61.57,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,51.6,3.1,32.98,41.89,54.93,58.11,65.52,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,55.51,1.5,33.88,44.41,55.11,62.77,78.34,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,55.34,2.4,31.37,43.94,55.24,68.22,78.68,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,54.96,1.8,37.07,44.42,54.63,66.83,77.73,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,59.07,7.1,39.32,45.97,54.54,63.89,83.48,1/1/2015,2015
"Software Developers, Applications",Software Developer,56.92,13.3,28.84,40.31,54.78,76.32,#,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,57.93,2.9,40.94,48.12,55.61,66.03,76.32,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,55.04,2.1,32.96,42.26,55.85,68.09,78.23,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,59.67,3.6,37.54,44.24,55.59,71.39,88.56,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,55.45,2.8,35.75,44.32,55.27,67.61,76.93,1/1/2015,2015
"Software Developers, Applications",Software Developer,56.62,2.1,35.51,43.51,55.44,69.27,79.71,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,56.09,11.1,26.12,30.54,55.44,72.84,87.48,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,56.5,4.4,38.6,47.21,54.53,64.64,80.12,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,52.83,4.1,35.69,43.82,53.57,61.94,72.34,1/1/2015,2015
"Software Developers, Applications",Software Developer,55.27,4.9,31.36,40.67,53.51,68.89,80.74,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,57.28,4,28.82,41.51,53.73,67.47,85.69,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,54.94,2.4,38.3,44.4,53.32,62.81,76.14,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,52.09,2,27.58,39.13,53.21,65.13,75.82,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,54.04,10.6,17.26,37.43,53.19,70.86,86.62,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,54.56,5.9,38.44,46.41,53.24,59.76,75.91,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,55.81,4.7,32.05,37.95,53.41,66.47,89.98,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,56.55,2.7,39.43,44.63,53.39,65.8,77.98,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,55.56,3.4,33.8,42.5,53.39,67.8,81.44,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,55.69,3.6,34.58,43.2,54.24,65.11,81.16,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,60.47,10.9,36.66,45.62,54.28,67.13,#,1/1/2015,2015
"Software Developers, Applications",Software Developer,51.85,3.6,35.91,45.64,53.98,59.69,63.62,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,60.55,6.1,29.92,42.76,53.96,66.47,#,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,61.31,2.2,35.35,49.64,58.45,72.47,88.49,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,61.09,4.8,43.1,50.75,58.88,70.88,84,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,65.35,5.5,38.69,48.13,58.84,76.37,#,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,65.75,10.1,41.13,46.81,57.88,86.51,#,1/1/2015,2015
"Software Developers, Applications",Software Developer,59.19,2.1,34.41,45.25,58.22,71.39,82.8,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,59.62,3.6,36.94,45.84,58.13,70.63,84,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,62.17,5.9,37.83,47.51,59.04,71.74,84.63,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,62.84,2,41.04,49.93,59.87,74.6,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,59.14,3.4,41.74,50.79,59.93,69.24,74.94,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,56.73,4.5,33.77,41.71,60.15,72.16,78.31,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,68.76,8.6,31.91,50.97,60.04,#,#,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,56.74,1.7,34.82,48.02,56.77,67.08,76.29,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,61.39,7.4,39.69,50.19,56.13,63.98,84.89,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,55.72,1.5,38.05,50.1,56.08,62.28,72.6,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,59.44,5.2,36.59,46.87,56,68.57,79.54,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,54.4,3.3,32.52,44.5,56,66.79,75.62,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,53.11,2.7,37.08,46.68,56.25,56.76,67.68,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,56.18,1.8,36.48,45.23,56.2,68.57,77.85,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,67.1,4.3,41.68,48.34,60.3,81.46,#,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,57.32,1.8,40.09,48.22,57.4,68.11,77.64,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,63.07,4.7,39.75,48.53,57.78,72.94,#,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,59.44,1.9,39.94,48.93,57.74,69.88,80.62,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,53.71,4.5,32.01,38.58,57.04,68.67,74.78,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,59.79,3.3,39.15,48.91,57.02,67.15,77.42,1/1/2015,2015
"Software Developers, Applications",Software Developer,42.48,5.3,27.17,33.2,39.83,48.95,57.5,1/1/2015,2015
"Software Developers, Applications",Software Developer,41.7,3.4,30.97,34.03,39.82,47.45,57.2,1/1/2015,2015
"Software Developers, Applications",Software Developer,39.05,2.5,24.08,31.37,39.61,46.51,54.95,1/1/2015,2015
"Software Developers, Applications",Software Developer,40.82,4.1,29.04,35.04,39.68,44.07,51.29,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,40.31,4.2,22.43,30.8,40.06,48.67,61.23,1/1/2015,2015
"Software Developers, Applications",Software Developer,40.66,3.7,25.97,32.4,39.93,48.89,57.37,1/1/2015,2015
"Software Developers, Applications",Software Developer,39.6,2.8,21.91,28.72,39.24,49.73,58.02,1/1/2015,2015
"Software Developers, Applications",Software Developer,40.84,3,24.35,31.39,39.23,48.1,59.07,1/1/2015,2015
"Software Developers, Applications",Software Developer,40.57,3,23.44,33.39,39.12,48.82,58.28,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,40.67,5.6,26.72,30.19,39.13,49.06,58.83,1/1/2015,2015
Web Developers,User Experience (UX) Developer,39.47,3.3,25.45,31.42,39.15,46.53,55.73,1/1/2015,2015
"Software Developers, Applications",Software Developer,40.82,5.2,26.5,33.03,39.36,50.45,58.28,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,41.42,4.8,24.42,31.98,39.53,49.51,62.5,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,39.67,3.7,26.5,33.75,39.38,45.84,51.53,1/1/2015,2015
"Software Developers, Applications",Software Developer,38.75,8.7,25.61,28.66,40.7,48.67,54.9,1/1/2015,2015
"Software Developers, Applications",Software Developer,43.01,2.6,25.79,32,40.78,51.19,63.42,1/1/2015,2015
"Software Developers, Applications",Software Developer,41.37,3.1,26.72,33.62,40.63,49.48,60.04,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,41.12,3.8,24.24,29.44,40.61,49.55,58.5,1/1/2015,2015
"Software Developers, Applications",Software Developer,42.28,4.8,22.71,32.1,41.07,53.48,66.28,1/1/2015,2015
"Software Developers, Applications",Software Developer,40,5.6,25.26,28.27,40.84,49.4,58.09,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,41.68,2.6,27.77,32.89,40.25,48.67,59.99,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,39.95,2.6,25.83,33.23,40.24,46.45,53.64,1/1/2015,2015
"Software Developers, Applications",Software Developer,42.27,4.1,25.43,32.94,40.19,49.24,66.25,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,38.56,2.2,21.67,31.95,40.44,46.17,52.19,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,45.83,4.2,28.84,33.72,40.43,54.36,69.06,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,36.68,9.7,14.35,18.98,37.9,49.87,56.91,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,38.1,7.5,23.63,30.27,37.98,44.28,51.28,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,47.85,6.2,26.89,31.58,37.82,56.96,73.02,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,43.26,6,27.59,32.85,37.82,52.85,64.4,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,52.88,16,23.53,32.43,37.75,69.75,#,1/1/2015,2015
"Software Developers, Applications",Software Developer,45.31,9.9,20.81,25.09,37.75,73.99,85.91,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,46,8.1,19.51,29.22,37.73,50.85,77.33,1/1/2015,2015
"Software Developers, Applications",Software Developer,38.84,4.8,21.37,30.13,37.65,45.46,57.01,1/1/2015,2015
"Software Developers, Applications",Software Developer,39.37,3.3,24.7,30.72,38.81,46.45,56.6,1/1/2015,2015
"Software Developers, Applications",Software Developer,39.33,3.3,22.38,29.48,38.84,47.97,57.97,1/1/2015,2015
"Software Developers, Applications",Software Developer,40.68,4.4,24.82,29.67,38.82,50.03,60.77,1/1/2015,2015
"Software Developers, Applications",Software Developer,39.17,7.8,21.7,26.54,38.31,48.79,60.6,1/1/2015,2015
Web Developers,User Experience (UX) Developer,37.65,5.1,23.06,30.47,38.39,45.5,53.65,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,40.64,2.5,26.42,31.24,38.37,48.9,58.19,1/1/2015,2015
"Software Developers, Applications",Software Developer,39.14,5.6,25.63,32.9,38.64,46.21,54.07,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,36.64,6.9,14.52,27.26,38.44,46.04,53.61,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,44.3,3.6,32.27,37.13,43.88,49.5,52.17,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,49.18,11.4,24.42,34.05,43.86,65.11,82.72,1/1/2015,2015
"Software Developers, Applications",Software Developer,44.44,1.7,26,33.86,43.77,54.56,65.94,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,47.23,3.6,27.08,33.79,43.81,56.57,74.76,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,45.65,4.1,28.88,34.65,43.83,56.35,69.14,1/1/2015,2015
"Software Developers, Applications",Software Developer,44,2,19.16,33.51,44.14,55.5,66.58,1/1/2015,2015
"Software Developers, Applications",Software Developer,43.09,2,25.39,34.05,43.33,53.36,60.86,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,43.08,4.9,18.93,33.98,43.28,52.72,61.37,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,40.31,10.5,21.19,29.67,43.63,52.43,56.91,1/1/2015,2015
"Software Developers, Applications",Software Developer,45.3,7.1,26.11,33.51,43.67,57.4,70.41,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,43.89,5.7,26.99,32.14,43.67,53.42,60.73,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,45.72,7.8,24.86,33.28,44.94,55.33,62.86,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,47.34,3.5,29.63,35.49,44.93,57.95,69.53,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,46.88,3.1,26.21,35.47,44.69,56.96,72.9,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,45.16,2.8,33.38,38.58,45.24,53.18,58.61,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,44.95,3,30.14,37.44,45.24,53.83,60.67,1/1/2015,2015
"Software Developers, Applications",Software Developer,45.07,3,23.47,34.84,45.18,56.02,66.2,1/1/2015,2015
"Software Developers, Applications",Software Developer,45.82,1.9,25.1,33.81,45.21,56.48,67.68,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,44.8,1.3,32.16,37.79,45.05,52.98,59.59,1/1/2015,2015
"Software Developers, Applications",Software Developer,44.82,1.5,30.96,37.03,44.69,53.46,60.43,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,46.99,5.8,23.22,30.89,45.1,64.49,73.87,1/1/2015,2015
Web Developers,User Experience (UX) Developer,46.83,2.9,22.02,31.43,45.09,60.87,73.29,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,48.49,5,37.5,40.69,45.06,56.34,71.7,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,50.32,7.8,28.89,35.11,44.42,62.1,79.34,1/1/2015,2015
"Software Developers, Applications",Software Developer,45.29,6.2,32.33,37.59,44.18,51.51,59.17,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,43.39,1.7,28.22,35.99,43.19,50.36,59.79,1/1/2015,2015
"Software Developers, Applications",Software Developer,49.28,7.7,30.7,37.84,44.64,54.6,80.39,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,44.63,3.2,27.7,34.88,44.47,52.8,61.27,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,45.23,1.5,27.9,34.84,44.45,56.44,66.52,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,46.98,5.1,38.8,40.95,44.48,51.9,63.79,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,46.2,3.9,28.62,33.88,44.5,56.32,67.29,1/1/2015,2015
"Software Developers, Applications",Software Developer,44.99,2,29.55,35.8,44.5,54.12,60.48,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,44.97,4.4,31.02,35.08,41.82,50.52,62.38,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,41.83,2.9,24.9,31.04,41.73,51.87,60.78,1/1/2015,2015
"Software Developers, Applications",Software Developer,43.69,2.5,25.3,32.37,41.92,53.37,62.87,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,44.78,8.6,27.93,35.04,41.98,48.87,64.12,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,43.28,3.3,26.95,33.31,41.98,52.91,62.47,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,42.22,2.6,25.86,31.57,41.3,52.11,61.2,1/1/2015,2015
"Software Developers, Applications",Software Developer,43.96,6.2,23.79,33.32,41.14,53.96,64.4,1/1/2015,2015
"Software Developers, Applications",Software Developer,41.95,5.4,25.67,31.81,41.15,47.49,56.72,1/1/2015,2015
Web Developers,User Experience (UX) Developer,41.75,1.6,22.57,32.02,41.16,52.23,62.64,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,43.54,4.2,26.54,31.14,41.22,54.5,65.91,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,49.77,12.8,29.53,34.2,41.49,50.66,75.61,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,43.17,1.7,26.47,33.56,42.79,51.87,62.15,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,44.93,5.4,33.75,37.13,42.75,52.16,60.06,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,42.83,2.7,34.88,38.24,42.75,46.82,52.16,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,42.1,7.7,31.16,36.74,42.73,49.45,57.27,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,42.7,3.7,30.83,37.78,43.13,47.91,55.79,1/1/2015,2015
"Software Developers, Applications",Software Developer,41.64,6.8,26.01,34.37,43.13,48.67,57.41,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,41.84,1.8,27.42,34.26,42.39,49.66,56.27,1/1/2015,2015
Computer and Information Systems Managers,IT Project Manager,43.52,4.8,26.79,30.71,42.37,53.62,61.65,1/1/2015,2015
"Software Developers, Applications",Software Developer,45.18,5,27.34,33.01,42.26,53.85,67.5,1/1/2015,2015
"Software Developers, Applications",Software Developer,42.51,3.6,21.69,30.16,42.23,53.36,64.02,1/1/2015,2015
"Software Developers, Applications",Software Developer,42.65,4.3,14.52,30.73,42.42,53.99,66.59,1/1/2015,2015
Web Developers,User Experience (UX) Developer,23.29,3.7,14.12,18.11,21.97,28.21,35.13,1/1/2015,2015
Web Developers,User Experience (UX) Developer,26.67,7.5,14.9,16.56,21.91,35.34,46.49,1/1/2015,2015
Web Developers,User Experience (UX) Developer,27.83,5.8,15.33,17.58,22.29,37.64,47.6,1/1/2015,2015
Web Developers,User Experience (UX) Developer,22.21,4,16.76,19.53,21.42,23.31,28.17,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.62,15.4,15.66,18.6,22.94,31.86,37.11,1/1/2015,2015
Web Developers,User Experience (UX) Developer,22.96,6.1,13.4,15.53,20.26,28.39,37.68,1/1/2015,2015
Web Developers,User Experience (UX) Developer,19.33,3.2,11.12,16.71,20.25,22.93,24.54,1/1/2015,2015
Web Developers,User Experience (UX) Developer,21.87,8.8,8.59,15.44,19.45,28.47,34.9,1/1/2015,2015
Web Developers,User Experience (UX) Developer,21.97,4.1,14.87,16.85,20.84,27.55,30.23,1/1/2015,2015
Web Developers,User Experience (UX) Developer,24.05,7.9,13.63,16.96,20.49,24.19,41.05,1/1/2015,2015
Computer Hardware Engineers,Cloud Engineer,22.71,3.1,12.41,13.39,20.34,33.4,36.46,1/1/2015,2015
Web Developers,User Experience (UX) Developer,30.18,4.1,13.36,19.38,26.89,39.84,54.32,1/1/2015,2015
Web Developers,User Experience (UX) Developer,26.33,5.8,15.88,19.27,26.91,32.2,36.82,1/1/2015,2015
Web Developers,User Experience (UX) Developer,29.65,8.7,13.1,14.96,26.7,39.5,53.3,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.67,3.2,16.94,20.11,26.74,35.54,44.88,1/1/2015,2015
"Software Developers, Applications",Software Developer,30.63,5.7,10.19,11.89,26.99,44.6,56.89,1/1/2015,2015
Web Developers,User Experience (UX) Developer,27.05,4.6,15.26,19.06,26.61,31.32,41.26,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.46,3.3,17.38,21.37,28.09,35.09,41.46,1/1/2015,2015
Web Developers,User Experience (UX) Developer,30.42,3.6,18.58,22.58,28.09,36.78,46.65,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.68,3.2,16.49,22.88,28.05,33.3,38.2,1/1/2015,2015
Web Developers,User Experience (UX) Developer,31.75,9.6,20.54,23.03,28.05,36.22,47.55,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.69,5.8,14.45,17.6,28.14,39.08,45.32,1/1/2015,2015
Web Developers,User Experience (UX) Developer,31.76,7.6,18.83,22.82,28.45,37.72,53.85,1/1/2015,2015
Web Developers,User Experience (UX) Developer,29.58,1.9,18.64,23.11,28.48,35.23,42.93,1/1/2015,2015
Web Developers,User Experience (UX) Developer,29.67,5.4,14.18,22.45,28.35,34.44,47.11,1/1/2015,2015
Web Developers,User Experience (UX) Developer,30.33,5,16.88,21.93,28.29,38.42,47.22,1/1/2015,2015
Web Developers,User Experience (UX) Developer,29.69,5.5,17.11,20.78,27.37,36.39,47.77,1/1/2015,2015
Computer and Information Research Scientists,Senior Data Scientist,35.56,11.8,16.09,18.01,27.49,48.3,68.21,1/1/2015,2015
Web Developers,User Experience (UX) Developer,30.64,6.1,17.55,20.89,27.29,36.65,45.88,1/1/2015,2015
Web Developers,User Experience (UX) Developer,31.22,7.7,13.74,20.85,27.86,36.48,59.43,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.95,5.3,19.58,24.11,27.51,33.01,43.71,1/1/2015,2015
Web Developers,User Experience (UX) Developer,26.83,11.3,14.25,17.84,24.05,30.09,46.22,1/1/2015,2015
Web Developers,User Experience (UX) Developer,29.29,7.1,18.77,21.05,24.08,36.96,48.18,1/1/2015,2015
Information Security Analysts,Senior Security Analyst,25.61,2.7,17.72,20.88,24.02,29.25,35.61,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.26,6.2,16.08,17.87,24.67,35.21,43.58,1/1/2015,2015
Web Developers,User Experience (UX) Developer,23.34,6,13.77,17.01,24.41,28.09,30.51,1/1/2015,2015
Web Developers,User Experience (UX) Developer,29.07,9.7,19.8,21.17,23.44,37.16,47.82,1/1/2015,2015
Web Developers,User Experience (UX) Developer,27.48,4.1,15.74,19.41,23.51,34.86,43.6,1/1/2015,2015
Web Developers,User Experience (UX) Developer,25.31,4.5,16.2,18.25,23.89,30.7,37.26,1/1/2015,2015
Web Developers,User Experience (UX) Developer,27.88,4.7,15.43,18.8,25.87,35.53,44.08,1/1/2015,2015
Web Developers,User Experience (UX) Developer,24.87,4.4,9.65,17.79,24.96,31.11,38.19,1/1/2015,2015
Web Developers,User Experience (UX) Developer,27.44,4.9,13.9,17.14,24.82,35.35,45.34,1/1/2015,2015
Web Developers,User Experience (UX) Developer,28.05,5.6,17.66,20.64,25.18,32.82,44.51,1/1/2015,2015
Web Developers,User Experience (UX) Developer,35.62,21.8,19.19,21.43,25.27,32.01,44.16,1/1/2015,2015
